x,y,color,var_x,var_y,cov_xy,hits,last_seen_s
61.169638,56.101257,big_orange,0.000506,0.000506,0.000000,79,256.906
60.300479,53.171212,big_orange,0.000690,0.000690,0.000000,58,256.916
71.826221,55.391134,blue,0.000678,0.000678,0.000000,59,256.786
62.605160,55.480275,big_orange,0.005714,0.005714,0.000000,7,253.936
64.245561,55.862760,yellow,0.000500,0.000500,0.000000,80,257.316
65.206368,46.422405,blue,0.002222,0.002222,0.000000,18,254.086
70.846425,52.387867,orange,0.000690,0.000690,0.000000,58,256.916
68.268838,46.423337,yellow,0.004000,0.004000,0.000000,10,254.006
66.430643,55.723208,yellow,0.000144,0.000144,0.000000,277,264.726
70.992835,63.781622,yellow,0.008000,0.008000,0.000000,5,254.026
70.382756,60.974823,yellow,0.008000,0.008000,0.000000,5,254.046
62.235354,51.910676,blue,0.003333,0.003333,0.000000,12,254.176
67.729381,48.744617,yellow,0.002353,0.002353,0.000000,17,254.416
63.219001,56.028415,yellow,0.000556,0.000556,0.000000,72,257.536
72.570347,60.737368,blue,0.008000,0.008000,0.000000,5,254.136
69.043127,55.672544,blue,0.001212,0.001212,0.000000,33,257.326
68.978326,51.102816,orange,0.004444,0.004444,0.000000,9,254.236
63.810429,50.220151,blue,0.003333,0.003333,0.000000,12,254.336
67.990502,44.158166,yellow,0.002857,0.002857,0.000000,14,254.386
68.356552,65.430402,yellow,0.006667,0.006667,0.000000,6,254.286
68.146606,62.600025,yellow,0.005714,0.005714,0.000000,7,254.316
67.157988,65.990245,yellow,0.006667,0.006667,0.000000,6,254.386
69.801168,63.000910,blue,0.004444,0.004444,0.000000,9,254.466
66.653057,63.384144,yellow,0.001667,0.001667,0.000000,24,255.006
60.975856,56.837431,yellow,0.003077,0.003077,0.000000,13,254.576
66.449039,66.294480,yellow,0.040000,0.040000,0.000000,1,254.406
68.275023,59.357301,blue,0.000274,0.000274,0.000000,146,269.576
68.530063,63.371764,blue,0.002667,0.002667,0.000000,15,254.696
65.588823,63.530920,yellow,0.001053,0.001053,0.000000,38,255.236
63.397820,58.183363,yellow,0.001905,0.001905,0.000000,21,255.236
64.530667,60.721797,yellow,0.002500,0.002500,0.000000,16,254.736
72.610572,55.278686,orange,0.001081,0.001081,0.000000,37,256.586
66.862184,52.964715,orange,0.000258,0.000258,0.000000,155,258.676
61.508058,51.005024,blue,0.001212,0.001212,0.000000,33,255.496
62.749044,48.376147,blue,0.002500,0.002500,0.000000,16,254.876
67.508992,63.404771,blue,0.004000,0.004000,0.000000,10,254.826
64.823642,63.576599,yellow,0.003077,0.003077,0.000000,13,255.326
65.564766,49.321782,yellow,0.004444,0.004444,0.000000,9,254.846
63.179926,60.774396,yellow,0.002222,0.002222,0.000000,18,254.956
65.881430,45.219536,yellow,0.004000,0.004000,0.000000,10,254.876
64.251644,50.881849,yellow,0.002500,0.002500,0.000000,16,254.976
70.860491,55.392279,orange,0.000952,0.000952,0.000000,42,256.936
65.440789,55.746799,orange,0.000296,0.000296,0.000000,135,262.036
60.844155,51.064531,blue,0.004000,0.004000,0.000000,10,255.576
61.257286,58.276971,yellow,0.003333,0.003333,0.000000,12,255.616
62.025063,48.405609,blue,0.020000,0.020000,0.000000,2,254.906
64.160324,52.940104,orange,0.000625,0.000625,0.000000,64,257.266
64.108834,59.541146,blue,0.002353,0.002353,0.000000,17,255.296
62.301001,53.094443,orange,0.000533,0.000533,0.000000,75,257.726
61.787180,49.528817,yellow,0.002857,0.002857,0.000000,14,255.556
66.889064,55.187011,orange,0.000128,0.000128,0.000000,312,267.016
65.853476,53.391529,orange,0.000216,0.000216,0.000000,185,264.066
65.632752,55.189609,orange,0.000168,0.000168,0.000000,238,263.326
65.941493,56.111364,orange,0.000261,0.000261,0.000000,153,263.406
69.322436,60.799771,orange,0.002353,0.002353,0.000000,17,271.626
